,Date,DFF,Inflation_Rate, Open_Dow, High_Dow, Low_Dow, Close_Dow,Average_Dow, Open_Nasdaq, High_Nasdaq, Low_Nasdaq, Close_Nasdaq,Average_Nasdaq, Open_S&P, High_S&P, Low_S&P, Close_S&P,Average_S&P
1249,10/16/12,0.16,2.46,15027.65,15027.65,15027.65,15027.65,15027.65,3073.21,3102.97,3070.25,3101.17,3087.19,1440.31,1455.51,1440.31,1454.92,1447.615
1250,10/17/12,0.15,2.48,15096.89,15096.89,15096.89,15096.89,15096.89,3091.38,3112.45,3088.05,3104.12,3097.75,1454.22,1462.2,1453.35,1460.91,1457.565
1251,10/18/12,0.15,2.52,15060.04,15060.04,15060.04,15060.04,15060.04,3097.77,3102.56,3065.24,3072.87,3085.3199999999997,1460.94,1464.02,1452.63,1457.34,1459.1399999999999
1252,10/19/12,0.16,2.5,14813.07,14813.07,14813.07,14813.07,14813.07,3066.56,3066.56,3000.27,3005.62,3036.09,1457.34,1457.34,1429.85,1433.19,1445.2649999999999
1253,10/22/12,0.15,2.53,14813.21,14813.21,14813.21,14813.21,14813.21,3005.92,3020.61,2995.78,3016.96,3011.44,1433.21,1435.46,1422.06,1433.82,1433.5149999999999
1254,10/23/12,0.15,2.5,14618.22,14618.22,14618.22,14618.22,14618.22,2989.44,3006.59,2974.07,2990.46,2989.95,1433.74,1433.74,1407.56,1413.11,1423.425
1255,10/24/12,0.17,2.49,14574.7,14574.7,14574.7,14574.7,14574.7,3011.82,3012.95,2978.73,2981.7,2996.76,1413.2,1420.04,1407.1,1408.75,1410.975
1256,10/25/12,0.16,2.49,14616.39,14616.39,14616.39,14616.39,14616.39,3005.04,3007.71,2975.98,2986.12,2995.58,1409.74,1421.12,1405.14,1412.97,1411.355
1257,10/26/12,0.16,2.47,14598.0,14598.0,14598.0,14598.0,14598.0,2986.05,2999.14,2961.16,2987.95,2987.0,1412.97,1417.09,1403.28,1411.94,1412.455
1260,10/31/12,0.18,2.5,14616.06,14616.06,14616.06,14616.06,14616.06,2986.85,2989.7,2964.94,2977.23,2982.04,1410.99,1418.76,1405.95,1412.16,1411.575
1261,11/1/12,0.17,2.52,14788.99,14788.99,14788.99,14788.99,14788.99,2987.54,3021.94,2984.22,3020.06,3003.8,1410.99,1427.59,1427.59,1427.59,1419.29
1262,11/2/12,0.16,2.48,14639.53,14639.53,14639.53,14639.53,14639.53,3033.85,3033.85,2981.69,2982.13,3007.99,1427.59,1434.27,1412.91,1414.2,1420.895
1263,11/5/12,0.17,2.47,14679.31,14679.31,14679.31,14679.31,14679.31,2983.03,3004.87,2975.85,2999.66,2991.3450000000003,1414.02,1419.9,1408.13,1417.26,1415.6399999999999
1264,11/6/12,0.16,2.5,14795.37,14795.37,14795.37,14795.37,14795.37,3003.71,3024.44,2998.93,3011.93,3007.8199999999997,1417.26,1433.38,1417.26,1428.39,1422.825
1265,11/7/12,0.16,2.48,14448.42,14448.42,14448.42,14448.42,14448.42,2976.46,2977.81,2926.79,2937.29,2956.875,1428.27,1428.27,1388.14,1394.53,1411.4
1266,11/8/12,0.16,2.47,14269.65,14269.65,14269.65,14269.65,14269.65,2942.09,2949.7,2895.58,2895.58,2918.835,1394.53,1401.23,1377.51,1377.51,1386.02
1267,11/9/12,0.16,2.44,14292.39,14292.39,14292.39,14292.39,14292.39,2892.57,2931.11,2889.81,2904.87,2898.7200000000003,1377.55,1391.39,1373.03,1379.85,1378.6999999999998
1268,11/12/12,0.16,.,14290.63,14290.63,14290.63,14290.63,14290.63,2916.38,2920.01,2896.55,2904.26,2910.32,1379.86,1384.87,1377.19,1380.03,1379.945
1269,11/13/12,0.16,2.43,14230.82,14230.82,14230.82,14230.82,14230.82,2880.77,2909.0,2877.06,2883.89,2882.33,1380.03,1388.81,1371.39,1374.53,1377.28
1270,11/14/12,0.16,2.4,14022.34,14022.34,14022.34,14022.34,14022.34,2896.81,2900.1,2842.86,2846.81,2871.81,1374.64,1380.13,1352.5,1355.49,1365.065
1271,11/15/12,0.16,2.38,13993.66,13993.66,13993.66,13993.66,13993.66,2847.84,2855.64,2826.75,2836.94,2842.3900000000003,1355.41,1360.62,1348.05,1353.33,1354.37
1272,11/16/12,0.16,2.39,14072.13,14072.13,14072.13,14072.13,14072.13,2838.9,2859.57,2810.8,2853.13,2846.0150000000003,1353.36,1362.03,1343.35,1359.88,1356.62
1273,11/19/12,0.16,2.39,14349.38,14349.38,14349.38,14349.38,14349.38,2886.0,2916.07,2884.75,2916.07,2901.035,1359.88,1386.89,1359.88,1386.89,1373.3850000000002
1274,11/20/12,0.16,2.4,14363.25,14363.25,14363.25,14363.25,14363.25,2910.73,2919.96,2893.38,2916.68,2913.705,1386.82,1389.77,1377.04,1387.81,1387.315
1275,11/21/12,0.16,2.4,14403.85,14403.85,14403.85,14403.85,14403.85,2919.14,2928.17,2912.42,2926.55,2922.8450000000003,1387.79,1391.25,1386.39,1391.03,1389.4099999999999
1277,11/23/12,0.16,2.42,14586.4,14586.4,14586.4,14586.4,14586.4,2943.62,2967.19,2940.68,2966.85,2955.2349999999997,1391.03,1409.16,1391.03,1409.15,1400.0900000000001
1278,11/26/12,0.16,2.39,14563.44,14563.44,14563.44,14563.44,14563.44,2961.02,2976.93,2951.73,2976.78,2968.9,1409.15,1409.15,1397.68,1406.29,1407.72
1279,11/27/12,0.16,2.38,14496.12,14496.12,14496.12,14496.12,14496.12,2974.56,2985.32,2965.13,2967.79,2971.175,1406.29,1409.01,1398.03,1398.94,1402.615
1280,11/28/12,0.16,2.38,14606.46,14606.46,14606.46,14606.46,14606.46,2952.02,2992.17,2935.88,2991.78,2971.9,1398.77,1410.31,1385.43,1409.93,1404.35
1281,11/29/12,0.16,2.4,14681.72,14681.72,14681.72,14681.72,14681.72,3005.41,3017.18,2996.3,3012.03,3008.7200000000003,1409.96,1419.7,1409.04,1415.95,1412.955
1282,11/30/12,0.16,2.41,14685.87,14685.87,14685.87,14685.87,14685.87,3013.25,3014.25,2999.72,3010.24,3011.745,1415.95,1418.86,1411.63,1416.18,1416.065
1283,12/3/12,0.16,2.44,14621.33,14621.33,14621.33,14621.33,14621.33,3029.21,3030.28,2999.57,3002.2,3015.705,1416.34,1423.73,1408.46,1409.46,1412.9
1284,12/4/12,0.17,2.45,14601.3,14601.3,14601.3,14601.3,14601.3,3000.44,3002.9,2980.93,2996.69,2998.565,1409.46,1413.14,1403.65,1407.05,1408.255
1285,12/5/12,0.16,2.45,14620.93,14620.93,14620.93,14620.93,14620.93,2993.2,2994.73,2958.26,2973.7,2983.45,1407.05,1415.56,1398.23,1409.28,1408.165
1286,12/6/12,0.16,2.46,14667.75,14667.75,14667.75,14667.75,14667.75,2967.99,2996.53,2962.02,2989.27,2978.63,1409.43,1413.95,1405.93,1413.94,1411.685
1287,12/7/12,0.16,2.5,14706.78,14706.78,14706.78,14706.78,14706.78,2999.69,3003.27,2968.82,2978.04,2988.865,1413.95,1420.34,1410.9,1418.07,1416.01
1288,12/10/12,0.16,2.5,14721.43,14721.43,14721.43,14721.43,14721.43,2973.19,2997.64,2971.56,2986.96,2980.075,1418.07,1421.64,1415.64,1418.55,1418.31
1289,12/11/12,0.17,2.5,14818.97,14818.97,14818.97,14818.97,14818.97,3005.43,3033.14,3003.82,3022.3,3013.865,1418.55,1434.27,1418.55,1427.84,1423.195
1290,12/12/12,0.17,2.51,14815.42,14815.42,14815.42,14815.42,14815.42,3033.93,3035.19,3008.49,3013.81,3023.87,1427.84,1438.59,1426.76,1428.48,1428.1599999999999
1291,12/13/12,0.16,2.47,14722.42,14722.42,14722.42,14722.42,14722.42,3007.83,3026.51,2982.63,2992.16,2999.995,1428.48,1431.36,1416.0,1419.45,1423.9650000000001
1292,12/14/12,0.17,2.46,14667.7,14667.7,14667.7,14667.7,14667.7,2976.95,2985.33,2963.8,2971.33,2974.14,1419.45,1419.45,1411.88,1413.58,1416.5149999999999
1293,12/17/12,0.16,2.48,14838.46,14838.46,14838.46,14838.46,14838.46,2975.5,3011.22,2973.54,3010.6,2993.05,1413.54,1430.67,1413.54,1430.36,1421.9499999999998
1294,12/18/12,0.17,2.51,15016.24,15016.24,15016.24,15016.24,15016.24,3020.82,3056.65,3016.4,3054.53,3037.675,1430.47,1448.0,1430.47,1446.79,1438.63
1295,12/19/12,0.17,2.48,14921.84,14921.84,14921.84,14921.84,14921.84,3059.03,3061.82,3044.36,3044.36,3051.695,1446.79,1447.75,1435.8,1435.81,1441.3
1296,12/20/12,0.17,2.5,15002.73,15002.73,15002.73,15002.73,15002.73,3050.3,3053.53,3034.15,3050.39,3050.3450000000003,1435.81,1443.7,1432.82,1443.69,1439.75
1297,12/21/12,0.17,2.48,14867.68,14867.68,14867.68,14867.68,14867.68,2998.6,3022.19,2995.13,3021.01,3009.8050000000003,1443.67,1443.67,1422.58,1430.15,1436.91
1298,12/24/12,0.18,2.48,14830.71,14830.71,14830.71,14830.71,14830.71,3013.89,3016.18,3008.53,3012.6,3013.245,1430.15,1430.15,1424.66,1426.66,1428.4050000000002
1300,12/26/12,0.17,2.48,14752.2,14752.2,14752.2,14752.2,14752.2,3013.13,3018.65,2983.35,2990.16,3001.645,1426.66,1429.42,1416.43,1419.83,1423.245
1301,12/27/12,0.17,2.47,14734.98,14734.98,14734.98,14734.98,14734.98,2989.87,2993.66,2951.04,2985.91,2987.89,1419.83,1422.8,1401.8,1418.1,1418.965
1302,12/28/12,0.17,2.46,14583.77,14583.77,14583.77,14583.77,14583.77,2965.12,2985.47,2959.37,2960.31,2962.715,1418.1,1418.1,1401.58,1402.43,1410.2649999999999
1303,12/31/12,0.09,2.45,14834.88,14834.88,14834.88,14834.88,14834.88,2955.45,3021.41,2953.52,3019.51,2987.48,1402.43,1426.74,1398.11,1426.19,1414.31
1305,1/2/13,0.17,2.48,15213.77,15213.77,15213.77,15213.77,15213.77,3091.33,3112.65,3083.49,3112.26,3101.795,1426.19,1462.43,1426.19,1462.42,1444.305
1306,1/3/13,0.17,2.46,15192.27,15192.27,15192.27,15192.27,15192.27,3108.49,3118.18,3092.28,3100.57,3104.5299999999997,1462.42,1465.47,1455.53,1459.37,1460.895
1307,1/4/13,0.16,2.48,15276.01,15276.01,15276.01,15276.01,15276.01,3100.88,3108.44,3090.81,3101.66,3101.27,1459.37,1467.94,1458.99,1466.47,1462.92
1308,1/7/13,0.16,2.52,15229.39,15229.39,15229.39,15229.39,15229.39,3089.17,3102.35,3083.88,3098.81,3093.99,1466.47,1466.47,1456.62,1461.89,1464.18
1309,1/8/13,0.15,2.49,15184.72,15184.72,15184.72,15184.72,15184.72,3098.46,3103.39,3076.6,3091.81,3095.135,1461.89,1461.89,1451.64,1457.15,1459.52
1310,1/9/13,0.14,2.52,15234.78,15234.78,15234.78,15234.78,15234.78,3099.65,3111.22,3096.34,3105.81,3102.73,1457.15,1464.73,1457.15,1461.02,1459.085
1311,1/10/13,0.14,2.53,15335.36,15335.36,15335.36,15335.36,15335.36,3125.64,3127.72,3098.47,3121.76,3123.7,1461.02,1472.3,1461.02,1472.12,1466.57
1312,1/11/13,0.14,2.52,15336.16,15336.16,15336.16,15336.16,15336.16,3122.12,3126.59,3114.1,3125.63,3123.875,1472.12,1472.75,1467.58,1472.05,1472.085
1313,1/14/13,0.14,2.55,15325.89,15325.89,15325.89,15325.89,15325.89,3113.65,3123.48,3104.08,3117.5,3115.575,1472.05,1472.05,1465.69,1470.68,1471.365
1314,1/15/13,0.15,2.52,15354.57,15354.57,15354.57,15354.57,15354.57,3101.06,3112.29,3093.32,3110.78,3105.92,1470.67,1473.31,1463.76,1472.34,1471.505
1315,1/16/13,0.14,2.49,15348.91,15348.91,15348.91,15348.91,15348.91,3110.72,3124.65,3106.79,3117.54,3114.13,1472.33,1473.96,1467.6,1472.63,1472.48
1316,1/17/13,0.14,2.53,15441.67,15441.67,15441.67,15441.67,15441.67,3130.49,3144.05,3125.79,3136.0,3133.245,1472.63,1485.16,1472.63,1480.94,1476.785
1317,1/18/13,0.14,2.53,15491.3,15491.3,15491.3,15491.3,15491.3,3127.91,3134.73,3119.2,3134.71,3131.31,1480.95,1485.98,1475.81,1485.98,1483.4650000000001
1319,1/22/13,0.14,2.54,15568.19,15568.19,15568.19,15568.19,15568.19,3135.63,3143.18,3121.54,3143.18,3139.4049999999997,1485.98,1492.56,1481.16,1492.56,1489.27
1320,1/23/13,0.13,2.52,15583.92,15583.92,15583.92,15583.92,15583.92,3155.82,3161.06,3149.74,3153.67,3154.745,1492.56,1496.13,1489.9,1494.81,1493.685
1321,1/24/13,0.15,2.5,15595.04,15595.04,15595.04,15595.04,15595.04,3125.67,3153.56,3124.45,3130.38,3128.025,1494.81,1502.27,1489.46,1494.82,1494.815
1322,1/25/13,0.14,2.54,15687.59,15687.59,15687.59,15687.59,15687.59,3140.65,3156.2,3135.86,3149.71,3145.1800000000003,1494.82,1503.26,1494.82,1502.96,1498.8899999999999
1323,1/28/13,0.14,2.55,15663.72,15663.72,15663.72,15663.72,15663.72,3152.17,3161.83,3144.89,3154.3,3153.235,1502.96,1503.23,1496.33,1500.18,1501.5700000000002
1324,1/29/13,0.12,2.56,15726.21,15726.21,15726.21,15726.21,15726.21,3149.62,3156.94,3133.11,3153.66,3151.64,1500.18,1509.35,1498.09,1507.84,1504.01
1325,1/30/13,0.12,2.57,15655.46,15655.46,15655.46,15655.46,15655.46,3157.43,3164.06,3135.83,3142.31,3149.87,1507.84,1509.94,1500.11,1501.96,1504.9
1326,1/31/13,0.15,2.59,15635.36,15635.36,15635.36,15635.36,15635.36,3140.67,3154.18,3136.82,3142.13,3141.4,1501.96,1504.19,1496.76,1498.11,1500.0349999999999
1327,2/1/13,0.14,2.59,15789.94,15789.94,15789.94,15789.94,15789.94,3162.94,3183.14,3154.91,3179.1,3171.02,1498.11,1514.41,1498.11,1513.17,1505.6399999999999
1328,2/4/13,0.13,2.59,15609.04,15609.04,15609.04,15609.04,15609.04,3161.72,3169.63,3130.57,3131.17,3146.4449999999997,1513.17,1513.17,1495.02,1495.71,1504.44
1329,2/5/13,0.13,2.59,15766.29,15766.29,15766.29,15766.29,15766.29,3140.9,3178.52,3136.82,3171.58,3156.24,1495.71,1514.96,1495.71,1511.29,1503.5
1330,2/6/13,0.13,2.58,15785.12,15785.12,15785.12,15785.12,15785.12,3159.38,3174.82,3157.35,3168.48,3163.9300000000003,1511.29,1512.53,1504.71,1512.12,1511.705
1331,2/7/13,0.13,2.57,15753.96,15753.96,15753.96,15753.96,15753.96,3167.44,3170.42,3135.98,3165.13,3166.285,1512.12,1512.9,1498.49,1509.39,1510.755
1332,2/8/13,0.14,2.56,15847.36,15847.36,15847.36,15847.36,15847.36,3178.06,3196.89,3177.18,3193.87,3185.965,1509.39,1518.31,1509.39,1517.93,1513.66
1333,2/11/13,0.14,2.57,15834.69,15834.69,15834.69,15834.69,15834.69,3192.53,3194.01,3182.19,3192.0,3192.2650000000003,1517.93,1518.31,1513.61,1517.01,1517.47
1334,2/12/13,0.13,2.59,15864.96,15864.96,15864.96,15864.96,15864.96,3190.73,3196.92,3184.84,3186.49,3188.6099999999997,1517.01,1522.29,1515.61,1519.43,1518.22
1335,2/13/13,0.14,2.59,15879.99,15879.99,15879.99,15879.99,15879.99,3195.34,3205.52,3187.06,3196.88,3196.11,1519.43,1524.69,1515.93,1520.33,1519.88
1336,2/14/13,0.14,2.56,15896.06,15896.06,15896.06,15896.06,15896.06,3182.74,3202.33,3182.39,3198.66,3190.7,1520.33,1523.14,1514.02,1521.38,1520.855
1337,2/15/13,0.16,2.54,15878.69,15878.69,15878.69,15878.69,15878.69,3202.84,3206.21,3184.03,3192.03,3197.4350000000004,1521.38,1524.24,1514.14,1519.79,1520.585
1339,2/19/13,0.15,2.55,15995.15,15995.15,15995.15,15995.15,15995.15,3197.46,3213.6,3194.92,3213.59,3205.525,1519.79,1530.94,1519.79,1530.94,1525.365
1340,2/20/13,0.15,2.54,15779.18,15779.18,15779.18,15779.18,15779.18,3211.99,3213.25,3163.95,3164.41,3188.2,1530.94,1530.94,1511.41,1511.95,1521.4450000000002
1341,2/21/13,0.16,2.53,15668.37,15668.37,15668.37,15668.37,15668.37,3154.88,3155.19,3118.62,3131.49,3143.185,1511.95,1511.95,1497.29,1502.42,1507.185
1342,2/22/13,0.16,2.54,15811.89,15811.89,15811.89,15811.89,15811.89,3149.09,3161.82,3139.55,3161.82,3155.455,1502.42,1515.64,1502.42,1515.6,1509.01
1343,2/25/13,0.15,2.5,15518.73,15518.73,15518.73,15518.73,15518.73,3180.59,3186.25,3116.25,3116.25,3148.42,1515.6,1525.84,1487.85,1487.85,1501.725
1344,2/26/13,0.14,2.5,15610.86,15610.86,15610.86,15610.86,15610.86,3126.23,3135.57,3105.36,3129.65,3127.94,1487.85,1498.99,1485.01,1496.94,1492.395
1345,2/27/13,0.14,2.52,15809.18,15809.18,15809.18,15809.18,15809.18,3129.72,3177.8,3127.27,3162.26,3145.99,1496.94,1520.08,1494.88,1515.99,1506.4650000000001
1346,2/28/13,0.14,2.53,15800.71,15800.71,15800.71,15800.71,15800.71,3161.43,3182.6,3159.72,3160.19,3160.81,1515.99,1525.34,1514.46,1514.68,1515.335
1347,3/1/13,0.14,2.53,15831.85,15831.85,15831.85,15831.85,15831.85,3143.54,3171.5,3129.4,3169.74,3156.64,1514.68,1519.99,1501.48,1518.2,1516.44
1348,3/4/13,0.16,2.53,15901.64,15901.64,15901.64,15901.64,15901.64,3159.46,3182.27,3154.79,3182.03,3170.745,1518.2,1525.27,1512.29,1525.2,1521.7
1349,3/5/13,0.15,2.55,16060.02,16060.02,16060.02,16060.02,16060.02,3200.38,3227.31,3200.27,3224.13,3212.255,1525.2,1543.47,1525.2,1539.79,1532.495
1350,3/6/13,0.15,2.56,16082.05,16082.05,16082.05,16082.05,16082.05,3233.31,3233.44,3217.67,3222.37,3227.84,1539.79,1545.25,1538.11,1541.46,1540.625
1351,3/7/13,0.16,2.56,16117.14,16117.14,16117.14,16117.14,16117.14,3224.5,3235.1,3221.47,3232.09,3228.295,1541.46,1545.78,1541.46,1544.26,1542.8600000000001
1352,3/8/13,0.15,2.56,16200.65,16200.65,16200.65,16200.65,16200.65,3245.85,3248.7,3227.89,3244.37,3245.1099999999997,1544.26,1552.48,1542.94,1551.18,1547.72
1353,3/11/13,0.16,2.57,16246.32,16246.32,16246.32,16246.32,16246.32,3237.74,3252.87,3233.67,3252.87,3245.305,1551.15,1556.27,1547.36,1556.22,1553.685
1354,3/12/13,0.15,2.55,16209.02,16209.02,16209.02,16209.02,16209.02,3244.85,3249.78,3229.92,3242.32,3243.585,1556.22,1556.77,1548.24,1552.48,1554.35
1355,3/13/13,0.14,2.56,16237.17,16237.17,16237.17,16237.17,16237.17,3243.04,3251.45,3230.62,3245.12,3244.08,1552.48,1556.39,1548.25,1554.52,1553.5
1356,3/14/13,0.15,2.57,16335.73,16335.73,16335.73,16335.73,16335.73,3253.0,3258.93,3250.24,3258.93,3255.965,1554.52,1563.32,1554.52,1563.23,1558.875
1357,3/15/13,0.16,2.56,16308.83,16308.83,16308.83,16308.83,16308.83,3260.46,3260.62,3242.65,3249.07,3254.7650000000003,1563.21,1563.62,1555.74,1560.7,1561.955
1358,3/18/13,0.16,2.56,16221.91,16221.91,16221.91,16221.91,16221.91,3215.71,3249.37,3211.1,3237.59,3226.65,1560.7,1560.7,1545.13,1552.1,1556.4
1359,3/19/13,0.15,2.53,16177.5,16177.5,16177.5,16177.5,16177.5,3246.7,3252.6,3205.42,3229.1,3237.8999999999996,1552.1,1557.25,1538.57,1548.34,1550.2199999999998
1360,3/20/13,0.15,2.53,16295.2,16295.2,16295.2,16295.2,16295.2,3251.91,3257.99,3240.9,3254.19,3253.05,1548.34,1561.56,1548.34,1558.71,1553.525
1361,3/21/13,0.16,2.52,16160.72,16160.72,16160.72,16160.72,16160.72,3228.17,3237.57,3215.69,3222.6,3225.385,1558.71,1558.71,1543.55,1545.8,1552.255
1362,3/22/13,0.15,2.53,16263.65,16263.65,16263.65,16263.65,16263.65,3235.3,3247.94,3230.86,3245.0,3240.15,1545.9,1557.74,1545.9,1556.89,1551.395
1363,3/25/13,0.15,2.53,16213.78,16213.78,16213.78,16213.78,16213.78,3255.85,3263.63,3222.48,3235.3,3245.575,1556.89,1564.91,1546.22,1551.69,1554.29
1364,3/26/13,0.14,2.53,16332.31,16332.31,16332.31,16332.31,16332.31,3249.95,3252.93,3239.92,3252.48,3251.215,1551.69,1563.95,1551.69,1563.77,1557.73
1365,3/27/13,0.12,2.51,16329.57,16329.57,16329.57,16329.57,16329.57,3230.76,3258.26,3227.02,3256.52,3243.6400000000003,1563.75,1564.07,1551.9,1562.85,1563.3
1366,3/28/13,0.13,2.51,16396.15,16396.15,16396.15,16396.15,16396.15,3257.32,3270.3,3253.21,3267.52,3262.42,1562.86,1570.28,1561.08,1569.19,1566.025
1368,4/1/13,0.16,2.51,16304.0,16304.0,16304.0,16304.0,16304.0,3268.63,3270.23,3230.57,3239.17,3253.9,1569.18,1570.57,1558.47,1562.17,1565.6750000000002
1369,4/2/13,0.15,2.51,16359.22,16359.22,16359.22,16359.22,16359.22,3252.55,3267.93,3245.41,3254.86,3253.705,1562.17,1573.66,1562.17,1570.25,1566.21
1370,4/3/13,0.14,2.48,16171.47,16171.47,16171.47,16171.47,16171.47,3257.38,3260.15,3210.39,3218.6,3237.99,1570.25,1571.47,1549.8,1553.69,1561.97
1371,4/4/13,0.14,2.48,16242.61,16242.61,16242.61,16242.61,16242.61,3219.11,3226.24,3206.02,3224.98,3222.045,1553.69,1562.6,1552.52,1559.98,1556.835
1372,4/5/13,0.15,2.46,16180.68,16180.68,16180.68,16180.68,16180.68,3174.0,3206.21,3168.88,3203.86,3188.9300000000003,1559.98,1559.98,1539.5,1553.28,1556.63
1373,4/8/13,0.15,2.45,16290.72,16290.72,16290.72,16290.72,16290.72,3207.15,3222.26,3195.57,3222.25,3214.7,1553.26,1563.07,1548.63,1563.07,1558.165
1374,4/9/13,0.15,2.45,16336.54,16336.54,16336.54,16336.54,16336.54,3229.81,3249.95,3215.02,3237.86,3233.835,1563.11,1573.89,1560.92,1568.61,1565.86
1375,4/10/13,0.15,2.44,16542.43,16542.43,16542.43,16542.43,16542.43,3246.06,3299.16,3245.8,3297.25,3271.6549999999997,1568.61,1589.07,1568.61,1587.73,1578.17
1376,4/11/13,0.15,2.47,16601.86,16601.86,16601.86,16601.86,16601.86,3289.59,3306.95,3287.74,3300.16,3294.875,1587.73,1597.35,1586.17,1593.37,1590.55
1377,4/12/13,0.15,2.43,16552.65,16552.65,16552.65,16552.65,16552.65,3292.39,3296.5,3271.02,3294.95,3293.67,1593.3,1593.3,1579.97,1588.85,1591.0749999999998
1378,4/15/13,0.15,2.41,16139.14,16139.14,16139.14,16139.14,16139.14,3277.58,3283.4,3213.46,3216.49,3247.035,1588.84,1588.84,1552.28,1552.36,1570.6
1379,4/16/13,0.15,2.4,16377.76,16377.76,16377.76,16377.76,16377.76,3239.05,3265.84,3231.45,3264.63,3251.84,1552.36,1575.35,1552.36,1574.57,1563.465
1380,4/17/13,0.15,2.37,16138.63,16138.63,16138.63,16138.63,16138.63,3236.25,3236.98,3186.08,3204.67,3220.46,1574.57,1574.57,1543.69,1552.01,1563.29
1381,4/18/13,0.15,2.27,16032.14,16032.14,16032.14,16032.14,16032.14,3212.24,3212.97,3154.96,3166.36,3189.3,1552.03,1554.38,1536.03,1541.61,1546.82
1382,4/19/13,0.15,2.32,16185.28,16185.28,16185.28,16185.28,16185.28,3169.32,3210.03,3168.33,3206.06,3187.69,1541.61,1555.89,1539.4,1555.25,1548.4299999999998
1383,4/22/13,0.15,2.35,16255.56,16255.56,16255.56,16255.56,16255.56,3217.4,3241.16,3198.74,3233.55,3225.4750000000004,1555.25,1565.55,1548.19,1562.5,1558.875
1384,4/23/13,0.14,2.38,16434.04,16434.04,16434.04,16434.04,16434.04,3252.8,3275.89,3241.52,3269.33,3261.065,1562.5,1579.58,1562.5,1578.78,1570.6399999999999
1385,4/24/13,0.13,2.38,16446.32,16446.32,16446.32,16446.32,16446.32,3262.21,3277.12,3255.44,3269.65,3265.9300000000003,1578.78,1583.0,1575.8,1578.79,1578.7849999999999
1386,4/25/13,0.13,2.4,16520.19,16520.19,16520.19,16520.19,16520.19,3279.82,3301.28,3279.29,3289.99,3284.9049999999997,1578.93,1592.64,1578.93,1585.16,1582.045
1387,4/26/13,0.13,2.38,16482.18,16482.18,16482.18,16482.18,16482.18,3284.07,3287.48,3268.03,3279.26,3281.665,1585.16,1585.78,1577.56,1582.24,1583.7
1388,4/29/13,0.13,2.37,16600.58,16600.58,16600.58,16600.58,16600.58,3290.31,3315.34,3289.42,3307.02,3298.665,1582.34,1596.65,1582.34,1593.61,1587.975
1389,4/30/13,0.14,2.34,16654.16,16654.16,16654.16,16654.16,16654.16,3308.05,3328.79,3298.58,3328.79,3318.42,1593.58,1597.57,1586.5,1597.57,1595.5749999999998
1390,5/1/13,0.14,2.3,16472.59,16472.59,16472.59,16472.59,16472.59,3325.35,3330.02,3296.51,3299.13,3312.24,1597.55,1597.55,1581.28,1582.7,1590.125
1391,5/2/13,0.15,2.28,16636.16,16636.16,16636.16,16636.16,16636.16,3306.15,3344.9,3305.81,3340.62,3323.385,1582.77,1598.6,1582.77,1597.59,1590.1799999999998
1392,5/3/13,0.14,2.31,16816.72,16816.72,16816.72,16816.72,16816.72,3371.41,3388.12,3370.3,3378.63,3375.02,1597.6,1618.46,1597.6,1614.42,1606.01
1393,5/6/13,0.14,2.31,16860.72,16860.72,16860.72,16860.72,16860.72,3382.33,3396.21,3381.44,3392.97,3387.6499999999996,1614.4,1619.77,1614.21,1617.5,1615.95
1394,5/7/13,0.12,2.32,16954.93,16954.93,16954.93,16954.93,16954.93,3398.84,3402.24,3381.04,3396.63,3397.735,1617.55,1626.03,1616.64,1625.96,1621.755
1395,5/8/13,0.12,2.29,17025.23,17025.23,17025.23,17025.23,17025.23,3394.89,3413.27,3389.8,3413.27,3404.08,1625.95,1632.78,1622.7,1632.69,1629.3200000000002
1396,5/9/13,0.12,2.31,16960.77,16960.77,16960.77,16960.77,16960.77,3408.94,3428.54,3403.43,3409.17,3409.0550000000003,1632.69,1635.01,1623.09,1626.67,1629.68
1397,5/10/13,0.12,2.35,17043.87,17043.87,17043.87,17043.87,17043.87,3414.84,3436.6,3411.59,3436.58,3425.71,1626.69,1633.7,1623.71,1633.7,1630.1950000000002
1398,5/13/13,0.12,2.33,17040.08,17040.08,17040.08,17040.08,17040.08,3429.53,3447.1,3426.67,3438.79,3434.16,1632.1,1636.0,1626.74,1633.77,1632.935
1399,5/14/13,0.11,2.33,17217.28,17217.28,17217.28,17217.28,17217.28,3439.72,3468.67,3439.72,3462.61,3451.165,1633.75,1651.1,1633.75,1650.34,1642.045
1400,5/15/13,0.12,2.3,17299.82,17299.82,17299.82,17299.82,17299.82,3455.67,3475.48,3452.31,3471.62,3463.645,1649.13,1661.49,1646.68,1658.78,1653.955
1401,5/16/13,0.11,2.27,17213.47,17213.47,17213.47,17213.47,17213.47,3473.16,3485.95,3462.24,3465.24,3469.2,1658.07,1660.51,1648.6,1650.47,1654.27
1402,5/17/13,0.1,2.26,17389.25,17389.25,17389.25,17389.25,17389.25,3483.41,3499.2,3473.04,3498.97,3491.1899999999996,1652.45,1667.47,1652.45,1667.47,1659.96
1403,5/20/13,0.1,2.28,17382.15,17382.15,17382.15,17382.15,17382.15,3490.46,3509.41,3488.13,3496.43,3493.4449999999997,1665.71,1672.84,1663.52,1666.29,1666.0
